SUMMARY OF PARAMS
Query Image,Video,Chain Length,Feature Extractor,Matcher,Frame Interval,Pass Ratio,Match Thresh,Min Area,Filter Intersections,Min Angle,Max Angle
logos/rolex.jpg,videos/15brazil-5min.mp4,3,SIFT,FLANN,2,0.7,10,0.01,True,45,135
MATCHES
Frame Num,Img Name,Area,Min Angle,Max Angle,Chain Weight Factor
138,frame138.jpg,0.17336018562316893,53.51121458716051,120.50686160771426,1
139,frame139.jpg,0.21584670702616374,83.34722122751451,91.83090636398502,1
140,frame140.jpg,0.20153785011420647,83.97565581281683,89.1404326756019,1
141,frame141.jpg,0.21732759873072308,85.05796846839787,88.81693492938354,1
142,frame142.jpg,0.2203794860839844,86.10870422826085,87.69100852378635,1
143,frame143.jpg,0.49195171780056424,78.18382083229248,92.96312498741206,1
144,frame144.jpg,0.21753742403454251,81.40642320282147,93.79470464282734,1
145,frame145.jpg,0.5378147494792938,66.98395003634238,102.47763173115686,1
146,frame146.jpg,0.6443895012140274,62.07024811376735,99.05015632710956,1
147,frame147.jpg,0.488161315785514,74.32831394979331,94.10946005816571,1
148,frame148.jpg,0.47742331200175814,83.90284061774439,89.92522087415145,1
149,frame149.jpg,0.5011225165261163,85.06380707530164,89.02695600972373,1
150,frame150.jpg,0.5096621567010879,84.86916979969547,90.42705736406526,1
151,frame151.jpg,0.5277084013488558,83.7797481681567,89.66929726225065,1
152,frame152.jpg,0.5287383678224351,85.33638489554707,88.44103508574226,1
153,frame153.jpg,0.5249479869339201,84.22270844433673,90.60136110100085,1
154,frame154.jpg,0.5593670320510864,85.36902459779634,88.57861944656443,1
155,frame155.jpg,0.5534694128566318,84.48500628577298,90.90760827261965,1
156,frame156.jpg,0.5462432797749837,81.42666441672982,94.82303008589976,1
157,frame157.jpg,0.5790999093568987,86.04801523275339,87.66476422570456,1
158,frame158.jpg,0.5979754965835147,83.71091694200983,89.59273537954577,1
159,frame159.jpg,0.5968906185030938,85.12186473460537,88.43605150545176,1
160,frame160.jpg,0.6202182652552922,84.83684679879258,89.02184499433953,1
161,frame161.jpg,0.6200673464271758,84.34433095423073,89.74290219308637,1
162,frame162.jpg,0.6479159003165034,85.22929792357183,87.79478786307251,1
163,frame163.jpg,0.6517338063319524,85.88372027657643,88.3198788204828,1
164,frame164.jpg,0.6659857649273343,85.16734358715173,88.02294857440283,1
165,frame165.jpg,0.6830459951029884,85.05350611451524,88.13961040072958,1
166,frame166.jpg,0.6837379536363815,85.26231639025339,88.38191669428416,1
167,frame167.jpg,0.6849932266606225,85.78773727810076,87.83189068564975,1
168,frame168.jpg,0.6904722761445575,85.90450204831166,87.55870391489512,1
169,frame169.jpg,0.6953794961505466,86.10719393000925,88.00534321806636,1
170,frame170.jpg,0.7043127134773466,85.00355735690933,89.50711570412099,1
171,frame171.jpg,0.7055954251024459,85.47820592390273,89.12228175212408,1
172,frame172.jpg,0.7318171271350649,81.60575106550013,92.82538562377796,1
173,frame173.jpg,0.6718757913592789,74.90144156312502,97.69146373340516,1
174,frame174.jpg,0.8341452474064297,70.13100617756915,113.36002230126343,1
175,frame175.jpg,0.8800391379992167,68.3562996759033,94.4111805923913,1
176,frame176.jpg,0.36415493686993916,86.40697196951218,87.37030872431446,1
177,frame177.jpg,0.3684253075387743,86.39293825426589,87.27727322798602,1
178,frame178.jpg,0.3716725258032481,86.35259419934738,87.4673125049074,1
179,frame179.jpg,0.37569333672523497,85.9358607479356,87.3103416747639,1
180,frame180.jpg,0.37940393169720965,85.83418525291445,87.38318276299033,1
181,frame181.jpg,0.3848574227756924,86.52614614697667,87.09736164350385,1
182,frame182.jpg,0.38647123575210574,86.05254482125942,87.59246624912261,1
183,frame183.jpg,0.39314693371454873,86.15994256372203,87.47477249984941,1
184,frame184.jpg,0.3972420448727078,86.1461364128463,87.81744662902973,1
185,frame185.jpg,0.40038256406784056,86.17019613074896,87.34523152636282,1
186,frame186.jpg,0.41422586970859104,85.50630061742983,88.68850507673739,1
187,frame187.jpg,0.30326271480984157,78.33730856530026,100.35524697302654,1
2040,frame2040.jpg,0.012190885903934637,84.85717436072702,88.0847367487514,1
2041,frame2041.jpg,0.012247629130336767,86.19266432799249,87.5060202342125,1
2042,frame2042.jpg,0.011983742482132381,85.82414418943507,87.37700799608844,1
2043,frame2043.jpg,0.01258626203570101,84.4261808076807,90.6535835617121,1
2044,frame2044.jpg,0.012168804071843625,86.13844984925274,88.06450749457377,1
2054,frame2054.jpg,0.012864834351672067,85.47645473400125,89.5684808110891,1
2055,frame2055.jpg,0.015980160012841225,70.01338587046229,99.11470304951347,1
2056,frame2056.jpg,0.01291946557040016,86.66348126070224,87.01158200365636,1
2058,frame2058.jpg,0.01657151615454091,69.8249542063082,109.29550974005001,1
2059,frame2059.jpg,0.01292269042175677,80.94650544474293,91.93488755512416,1
2060,frame2060.jpg,0.014614507084091505,80.76799564299556,95.22459609984827,1
2070,frame2070.jpg,0.1959304138686922,76.04901785453652,94.8932482538734,1
2071,frame2071.jpg,0.17469255103005304,82.43126914483058,89.5401719649756,1
2072,frame2072.jpg,0.17338029384613038,77.64554598932932,96.3586529562113,1
2073,frame2073.jpg,0.19958762059583224,75.04341411337462,95.03428752021082,1
2074,frame2074.jpg,0.19893088684520785,81.92281357222063,90.22226437879938,1
2075,frame2075.jpg,0.1849109278453721,82.6772623052808,89.65562227822787,1
2076,frame2076.jpg,0.2050684483307931,81.67781736823446,91.87293347810738,1
2078,frame2078.jpg,0.2087897728631894,83.12508528586972,90.20107811595999,1
2079,frame2079.jpg,0.20801626878894036,84.99986353471547,88.97797304733199,1
2080,frame2080.jpg,0.20823227154711885,82.67944685763378,90.51151523075315,1
2081,frame2081.jpg,0.21126896150410177,80.82159743093882,90.66235521831062,1
2082,frame2082.jpg,0.21490185968047526,85.1125829221687,88.92022984127915,1
2083,frame2083.jpg,0.2166256376542151,83.84015446319802,88.64330451360223,1
2084,frame2084.jpg,0.22256057483868466,77.16632588043096,94.24161578484882,1
2085,frame2085.jpg,0.22314343489292596,83.65161576158037,89.08506179353624,1
2086,frame2086.jpg,0.2272320750521289,83.34380286369091,89.9993621815916,1
2087,frame2087.jpg,0.23299514644934485,83.36347690519193,89.53515756551785,1
